name,country,city,zipcode,mv
Bmocbiz Inc. a Midas franchisee,,"Indianapolis, IN",46201.0,
HERMEZ-IT,,"Des Moines, IA",50307.0,
,,"Nampa, ID",83651.0,
ACS Cloud Partners,,United States,,
Child Saving Institute,,"Omaha, NE",68102.0,
Stanley David and Associates,,"Pittsburgh, PA",15201.0,
SoftNice,,"Nyack, NY",10960.0,
,,"Nashville, TN",37201.0,
Seaga,,"Freeport, IL",61032.0,
Global Law Advocates PLLC,,"Seattle, WA",98101.0,
Cox Automotive Inc.,,"Shakopee, MN",55379.0,
Crew Capital,,New York City Metropolitan Area,,
Kastech Software Solutions Group,,"Austin, Texas Metropolitan Area",,
Ashe Memorial Hospital,,"Jefferson, NC",28640.0,
The Doctors of Physical Therapy,,"Scottsdale, AZ",85250.0,
Houston Apartment Association,,"Houston, TX",77002.0,
Swipeclock,,"South Jordan, UT",84009.0,
,,"Puyallup, WA",98371.0,
"ExcelGens, Inc.",,"Chicago, IL",60601.0,
The World Changers,,United States,,
Syblon Reid,,"Lewiston, ID",83501.0,
Rina Yoga,,"Los Angeles, CA",90001.0,
Unidor Consulting,,"Washington, DC",20001.0,
,,"Brea, CA",92821.0,
Big Brothers Big Sisters of Broward,,"Fort Lauderdale, FL",33301.0,
New Mexico Courts,,"Santa Fe, NM",87501.0,
"MCP USA, Inc.",,"Portage, IN",46368.0,
GNGR Labs,,New York City Metropolitan Area,,
CareOne,,"Lexington, MA",2420.0,
Siri InfoSolutions Inc,,"Cleveland, OH",44102.0,
"Houston Cancer Institute, PA",,"Houston, TX",77002.0,
iPivot,,"New York, NY",10001.0,
Qentelli,,"Dallas, TX",75201.0,
CONTRI CONSTRUCTION COMPANY,,"Las Vegas, NV",89101.0,
Conquer Employment,,"Terrell, TX",75160.0,
,,"Columbia, MO",65201.0,
Joinrs US,,United States,,
Downing ,,"Oklahoma City, OK",73102.0,
Halifax Fan Group,,"Syracuse, NY",13202.0,
Inno-Pak,,"Delaware, OH",43015.0,
Synergy Consultants & CPAs,,"Virginia, United States",,
Everise,,United States,,
Peak Solutions,,"Newport Beach, CA",92660.0,
Chick-fil-A Restaurants,,"Dallas–Fort Worth metroplex, TX",75201.0,
Whitaker Technical,,Little Rock Metropolitan Area,,
Little Giant Farmer's Market,,"Decatur, GA",30030.0,
Northwestern Mutual,,"Charleston County, SC",29401.0,
Best Version Media,,"Robbinsville, NJ",8691.0,
Steelcase,,"Glendale, AZ",85301.0,
Ryan RPO (Recruitment Process Outsourcing),,"Florida, United States",,
Christian Cowan,,New York City Metropolitan Area,,
One Step Software,,"New York, NY",10001.0,
Hope Inspired Ministries (HIM),,"Birmingham, AL",35203.0,
Worldwide Publishers LLC USA,,United States,,
,,"Marlborough, MA",1752.0,
MicroAgility,,"Jersey City, NJ",7302.0,
THE WELL,,New York City Metropolitan Area,,
Web3 Recruit,,United States,,
Pioneers Medical Center,,"Meeker, CO",81641.0,
LHH,,"Asheville, NC",28801.0,
Network Craze Technologies,,"Port Charlotte, FL",33948.0,
Burton Energy Group,,"Alpharetta, GA",30004.0,
IKEA,,"Grand Prairie, TX",75050.0,
"Triple C Housing, Inc.",,"North Brunswick, NJ",8902.0,
IICA Speech,,"Roseville, CA",95661.0,
,,Dallas-Fort Worth Metroplex,,
Willamette University,,"Portland, Oregon Metropolitan Area",,
,,"Warren, NJ",7059.0,
RumbleUp: Powerful Political Texting,,"Salt Lake City, UT",84101.0,
The Matic Studio,,"California, United States",,
North End Teleservices LLC,,"Omaha, NE",68102.0,
Diamondpick,,"Seattle, WA",98101.0,
Lakeside Pediatrics and Adolescent Medicine ,,"Coeur d'Alene, ID",83814.0,
Brava! for Women in the Arts,,"California, United States",,
Puffer Labs,,United States,,
Bright Vision Technologies,,United States,,
NR Consulting,,"Scottsdale, AZ",85250.0,
Health And Style Institute,,"Kennesaw, GA",30144.0,
Coalition Technologies,,United States,,
,,"Costa Mesa, CA",92626.0,
Brillouin Energy,,"Berkeley, CA",94702.0,
Budgetwise,,United States,,
EmazingGroup - INTO THE AM & iHeartRaves,,"Anaheim, CA",92801.0,
"Horizons Sustainable Financial Services, Inc.",,"Santa Fe, NM",87501.0,
Jamestown Community Center,,"San Francisco, CA",94101.0,
Lee & Associates Greenville / Spartanburg,,"Greenville-Spartanburg-Anderson, South Carolina Area",,
World of Reza,,New York City Metropolitan Area,,
Comcast,,"Pennsylvania, United States",,
NLB Services,,"Dallas, TX",75201.0,
Brennan's Restaurant,,Greater New Orleans Region,,
Ritz Safety,,"Dayton, OH",45400.0,
"International Citizens Group, Inc.",,United States,,
HOPE Tutoring ,,"Arlington, TX",76001.0,
Reolink,,Los Angeles Metropolitan Area,,
LSI ,,"Austin, Texas Metropolitan Area",,
Radiant Systems Inc,,United States,,
Elucidata,,"Boston, MA",2108.0,
,,"Lagrange, OH",44050.0,
Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd,,"Plano, TX",75023.0,
"Cooper Oates Air Conditioning, Inc.",,"Sacramento, CA",95811.0,
Biological Sciences Division at the University of Chicago,,"Chicago, IL",60601.0,
Huck's Food and Fuel,,"White County, IL",,
Cape Fear Valley Health,,"Fayetteville, NC",28301.0,
Nile,,"San Jose, CA",95101.0,
Tuscaloosa City Schools,,"Tuscaloosa, AL",35401.0,
Ainsley Reid International Limited,,United States,,
US Farathane,,"Kansas City, MO",64101.0,
"Precision Weld Testing & Training, LLC/Precision Inspection Services, LLC",,"Beaumont, TX",77701.0,
Duality Psychological Services,,"Los Angeles, CA",90001.0,
Bravo Research Group inc.,,"Los Angeles, CA",90001.0,
Confidential,,"Columbia, SC",29201.0,
"Smith & Associates, LLC.",,"Grand Rapids, MI",49503.0,
Explorer Chick Adventure Co.,,United States,,
Lovely Bride,,New York City Metropolitan Area,,
Thurgood Industries,,"Austin, TX",78701.0,
"Knapp Engineering, Inc.",,"Prospect, CT",6712.0,
Revi ,,San Francisco Bay Area,,
"ChanceLight Behavioral Health, Therapy, & Education",,"Columbus, GA",31901.0,
APAIT a division of Special Service for Groups,,Los Angeles Metropolitan Area,,
NovaByte,,United States,,
Diverse Lynx,,"Southlake, TX",76092.0,
,,"Franklin, TN",37064.0,
Bent Pixels,,"Culver City, CA",90230.0,
Environ Energy,,United States,,
Chesapeake Bay Foundation,,"Annapolis, MD",21401.0,
PTAC Engineering,,"Pensacola, FL",32501.0,
LM Restaurant Group,,"Evanston, IL",60201.0,
"Gulfcoast Legal Services, Inc",,"Bradenton, FL",34201.0,
Advantage Technical,,"Houston, TX",77002.0,
Stiles CFO Services,,Greater Philadelphia,,
Kaizen Technologies,,"Golden, CO",80401.0,
Positive Masculinity Now,,"Seattle, WA",98101.0,
Diverse Lynx,,"Edison, NJ",8817.0,
Harmony Healthcare Inc.,,"Orlando, FL",32801.0,
"HMP Properties, LLC",,"Fredericksburg, VA",22401.0,
SQAIRZ,,"Salem, NH",3079.0,
VDart,,"Hartford, CT",6101.0,
Pollo Campero,,"Houston, TX",77002.0,
Cheyenne Animal Shelter,,"Cheyenne, WY",82001.0,
SSC Inc,,San Francisco Bay Area,,
Papadimos Group,,"San Rafael, CA",94901.0,
Decrypt Compliance,,United States,,
"iBrain Technologies, Inc",,United States,,
Quoherent,,"Winston-Salem, NC",27101.0,
"Kisling, Nestico & Redick, LLC (KNR)",,"Columbus, OH",43085.0,
Sun Technologies,,"Hillsboro, OR",97123.0,
Weiss Construction,,"Novi, MI",48374.0,
Vendor Build Inc,,"North Creek, WA",,
Acro Service Corp,,"Phoenix, AZ",85003.0,
Enterprise Solutions Inc.,,"Goodyear, AZ",85338.0,
Siri InfoSolutions Inc,,"Aurora, CO",80010.0,
Your Home Expert,,Dallas-Fort Worth Metroplex,,
Vision InfoTech Inc.,,"Richardson, TX",75080.0,
National Association of Manufacturers - NAM,,"Washington, DC",20001.0,
Cabin Crafters Inc.,,"South Hackensack, NJ",7606.0,
"Wilkinson Ecological Design, Inc.",,"Hanover, MA",2339.0,
LS Solutions,,"Madison, WI",53703.0,
Florida State University,,"Tallahassee, FL",32301.0,
Bullet Sponge Creative,,United States,,
RadGov Inc.,,"Golden, CO",80401.0,
Compunnel Inc.,,"Boston, MA",2108.0,
Aptitude Medical Systems,,"Santa Barbara, CA",93101.0,
DevCare Solutions,,"Orient, OH",43146.0,
Nova Ukraine,,"California, United States",,
NextGen Battery Technologies,,"Somerset, NJ",8873.0,
,,"Toms River, NJ",8753.0,
BUSY BODY PEDIATRIC THERAPY LLC,,"Marietta, GA",30008.0,
Holland Partner Group,,"Vancouver, WA",98660.0,
Christianity Today,,United States,,
PSRTEK,,"Plano, TX",75023.0,
Talentify.io,,United States,,
Rise Technical,,"Houston, TX",77002.0,
happy productions,,"New York, NY",10001.0,
CashmanCo,,"New York, NY",10001.0,
ANELLO,,"Santa Clara, CA",95050.0,
Stasis Drilling Solutions,,"Bossier City, LA",71111.0,
,,New York City Metropolitan Area,,
,,"Owensboro, KY",42301.0,
rh contract,,Cincinnati Metropolitan Area,,
Madsen Electric,,"Tacoma, WA",98402.0,
"Encon Safety Products, Inc.",,"Ohio, United States",,
Intellyk Inc.,,"Virginia City, NV",,
Kerns Fine Jewelry,,"San Francisco, CA",94101.0,
CMDS,,"Colts Neck, NJ",7722.0,
Managed Resources,,United States,,
The North Side Bank & Trust Company,,"Cincinnati, OH",45202.0,
Perry Weather,,"Dallas, TX",75201.0,
InRhythm,,"Palo Alto, CA",94301.0,
,,"Grover Beach, CA",93433.0,
Department of Behavioral Health and Developmental Services,,"Staunton, VA",24401.0,
MKM & Associates Structural Engineering,,"Rohnert Park, CA",94928.0,
Department of Behavioral Health and Developmental Services,,"Danville, VA",24540.0,
"myHR Partner, Inc.",,"Pennsylvania, United States",,
Exelon,,"Lombard, IL",60148.0,
George White Chevrolet,,"Ames, IA",50010.0,
YETI,,"Austin, TX",78701.0,
Publicis Sapient,,"Arlington, VA",22201.0,
SKF Group,,"Plymouth, MI",48170.0,
SKF Group,,"Muskegon, MI",49440.0,
Katz's Never Kloses,,"Houston, TX",77002.0,
GigaGen Inc,,"San Carlos, CA",94070.0,
Stavis Seafoods,,"Boston, MA",2108.0,
Mogul Press,,United States,,
Element Energy,,"Menlo Park, CA",94025.0,
Exelon,,"Oakbrook Terrace, IL",60523.0,
SKF Group,,"Lansdale, PA",19446.0,
SKF Group,,"Blue Bell, PA",19422.0,
SKF Group,,"Sumter, SC",29150.0,
SKF Group,,"Dexter, MI",48130.0,
SKF Group,,"Cincinnati, OH",45202.0,
SKF Group,,"Hanover, PA",17331.0,
SKF Group,,"Ladson, SC",29456.0,
WorldLink US,,"Ridgefield, NJ",7657.0,
Advaana Inc,,United States,,
Sunrun,,"Irvine, CA",92602.0,
GOOD SAMARITAN SHELTER,,"Goleta, CA",93117.0,
,,"Kearney, NE",68845.0,
ASSOULINE,,New York City Metropolitan Area,,
Nevada Virtual Charter School,,"Las Vegas, NV",89101.0,
SKF Group,,"Elgin, IL",60120.0,
SKF Group,,"Winsted, CT",6098.0,
SKF Group,,"Falconer, NY",14733.0,
OC Poolscapes,,"Santa Ana, CA",92701.0,
RITA Corporation,,"Crystal Lake, IL",60012.0,
SKF Group,,"St Louis, MO",63367.0,
MKT Fastening LLC,,"Lonoke, AR",72086.0,
The Yurconic Agency,,"Allentown, PA",18101.0,
Jewish Federation of Cleveland,,"Cleveland, OH",44102.0,
Northwestern Mutual - Portland,,"Portland, OR",97201.0,
Metropolitan Transportation Authority,,"New York, NY",10001.0,
California Department of Human Resources (CalHR),,Greater Sacramento,,
Insight Global,,"Houston, TX",77002.0,
DISYS,,"Boston, MA",2108.0,
Panda Restaurant Group,,"Milledgeville, GA",31061.0,
SolarEdge Technologies,,"Portland, Oregon Metropolitan Area",,
Discovery Life Sciences,,"Huntsville, AL",35801.0,
NEXA Mortgage,,United States,,
Fracht Group - North America,,"Houston, TX",77002.0,
Aegis Worldwide,,"Shelby Township, MI",49455.0,
Ledgent,,"Hartford County, CT",6101.0,
"Computer Data Concepts, Inc",,"Columbus, Ohio Metropolitan Area",,
Douglas Elliman Real Estate,,"Malibu, CA",90265.0,
Delta Construction,,"Phoenix, AZ",85003.0,
Council of Western State Foresters,,"Colorado, United States",,
Diverse Lynx,,United States,,
In-Flight Crew Connections,,"Charlotte, NC",28202.0,
Argonne National Laboratory,,"Lemont, IL",60439.0,
Providence Health & Services,,"Seaside, OR",97138.0,
CCS Construction Staffing,,"Virginia Beach, VA",23451.0,
Castle Law,,"Joliet, IL",60431.0,
Maricopa County,,"Phoenix, AZ",85003.0,
Clark County School District,,"Las Vegas, NV",89101.0,
Infotree Global Solutions,,"Cambridge, MA",2138.0,
Birlasoft,,"Houston, TX",77002.0,
KNAPP North America,,"Joliet, IL",60431.0,
Robert Half,,"Chicago, IL",60601.0,
AMN Healthcare Leadership Solutions,,"Valentine, NE",69201.0,
Federal Bureau of Prisons - Career Connections,,"Philadelphia, PA",19102.0,
Peak Talent Advisors,,"North Carolina, United States",,
Federal Bureau of Prisons - Career Connections,,"Lewis Run, PA",16738.0,
"McDermott International, Ltd",,"Houston, TX",77002.0,
Intesa HR,,"Indianapolis, IN",46201.0,
Synapse Tech Services Inc,,"Plano, TX",75023.0,
UST,,"West Chester, PA",19380.0,
Riverside Healthcare,,"Kankakee, IL",60901.0,
Rainbow Municipal Water District,,San Diego Metropolitan Area,,
Crocs,,"Las Vegas, NV",89101.0,
techolution,,"Ridgewood, NJ",7450.0,
Crocs,,"Broomfield, CO",80020.0,
Crocs,,"Vandalia, OH",45377.0,
Golden Technology,,"Cincinnati, OH",45202.0,
Clark County School District,,Las Vegas Metropolitan Area,,
Johnson & Johnson,,"Mooresville, IN",46158.0,
Nulty Insurance,,"Kalamazoo, MI",49001.0,
Des Moines Public Schools,,"Des Moines, IA",50307.0,
New Home Star,,"Aurora, CO",80010.0,
New Home Star,,"Atlanta, GA",30303.0,
Info-Tech Research Group,,"Oregon, United States",,
The Jonus Group,,"New York, NY",10001.0,
The Jonus Group,,"Forest Park, GA",30297.0,
Visit Anaheim,,"Anaheim, CA",92801.0,
Vectra AI,,United States,,
New Horizon Academy,,"Plymouth, MN",,
GPI / GPRO,,"Wichita, KS",67202.0,
VIO Med Spa,,"Redmond, WA",98052.0,
AIA Staffing,,"Hatboro, PA",19040.0,
,,"Buda, TX",78610.0,
,,"Montpelier, OH",43543.0,
YETI,,"Carlsbad, CA",92008.0,
"Obsidian Manufacturing Industries, Inc.",,Greater Rockford Area,,
EPITEC,,"Dearborn, MI",48120.0,
Panda Restaurant Group,,"Grayson, GA",30017.0,
"Infowave Systems, Inc",,United States,,
Quantum World Technologies Inc.,,"Minneapolis, MN",55401.0,
Alchemy Software Solutions,,"Austin, TX",78701.0,
Ledgent Technology,,"Boca Raton, FL",33428.0,
Panda Restaurant Group,,"Avon, IN",46123.0,
JD Ross Energy,,New York City Metropolitan Area,,
Bailey's Moving and Storage,,"North Salt Lake, UT",84054.0,
Planet Interactive,,"Bolingbrook, IL",60440.0,
Gibsons Restaurant Group,,"Chicago, IL",60601.0,
Apex Systems,,"Naperville, IL",60540.0,
EPITEC,,United States,,
Koura,,"Baton Rouge, LA",70801.0,
Radial Inc.,,United States,,
EdgeGlobal LLC,,"Pella, IA",50219.0,
City of Montgomery,,"Montgomery, AL",36104.0,
Volvo Buses,,"South Plainfield, NJ",7080.0,
Volvo Construction Equipment,,"Fresno, CA",93650.0,
,,"Pearland, TX",77581.0,
Aya Healthcare,,"Santa Barbara, CA",93101.0,
Ask IT Consulting Inc.,,"Duluth, GA",30096.0,
Metropolitan Council of the Twin Cities,,"Minneapolis, MN",55401.0,
Resource Logistics Inc.,,"Irvine, CA",92602.0,
Real Hospitality Group,,"New York, NY",10001.0,
Benevis,,"Evansville, IN",47708.0,
"Magellan Financial & Insurance Services, Inc.",,Greater Grand Junction Area,,
Associa,,"Miami, FL",33122.0,
The TemPositions Group of Companies,,"New York, NY",10001.0,
Addison Group,,"Washington, DC",20001.0,
Quigley-Simpson,,Los Angeles Metropolitan Area,,
Optomi,,United States,,
DATAECONOMY,,"Tampa, FL",33602.0,
Randstad Life Sciences US,,"Cambridge, MA",2138.0,
Greenwich Psychology Group,,"New York, NY",10001.0,
Infotree Global Solutions,,"Frederick, MD",21701.0,
Planet Pharma,,"Minneapolis, MN",55401.0,
Diamondpick,,"Chicago, IL",60601.0,
Robert Half,,"Santa Barbara County, CA",93101.0,
Zenith Energy U.S.,,"Long Beach, CA",90802.0,
Metropolitan Council of the Twin Cities,,"Big Lake, MN",55309.0,
New Home Star,,"Fort Lupton, CO",80621.0,
Siri InfoSolutions Inc,,"Clackamas, OR",97015.0,
New Home Star,,"Fort Lauderdale, FL",33301.0,
Tennessee Valley Authority,,"Knoxville, TN",37902.0,
The Jonus Group,,"Jackson, MI",49201.0,
The Jonus Group,,"Milwaukee, WI",53202.0,
Phoenix Children's,,"Phoenix, AZ",85003.0,
Bracco Medical Technologies,,"Eden Prairie, MN",55344.0,
RUSH University Medical Center,,"Chicago, IL",60601.0,
Pryor Associates Executive Search,,"Nassau County, NY",12123.0,
Zact,,United States,,
Gainwell Technologies,,"Maine, United States",,
,,"Utah County, UT",,
Indotronix Avani Group,,"Elmsford, NY",10523.0,
Bankers Trust,,"Phoenix, AZ",85003.0,
Futures Training Center,,"Corona, CA",92878.0,
"Infotech Spectrum Inc,",,"Chicago, IL",60601.0,
Energy Fuels Inc,,Greater Flagstaff Area,,
Service Corporation International,,"Houston, TX",77002.0,
"Giant Eagle, Inc.",,"Cranberry Township, PA",16066.0,
Vaco,,"Jacksonville, FL",32099.0,
Brady Corporation,,"Milwaukee, WI",53202.0,
Metropolitan Transportation Authority,,"Brooklyn, NY",11201.0,
IRMCA - Indiana Ready Mixed Concrete Association,,"Indianapolis, IN",46201.0,
Avesta Computer Services,,"Fairfield, NJ",7004.0,
"Reveille Technologies,Inc",,"Austin, Texas Metropolitan Area",,
ApTask,,United States,,
UT Health San Antonio,,"San Antonio, Texas Metropolitan Area",,
Avesta Computer Services,,"Austin, Texas Metropolitan Area",,
,,"Batavia, IL",60510.0,
SCAIL,,"Utah, United States",,
"Econtenti, Inc",,"Seattle, WA",98101.0,
Augment Jobs,,New York City Metropolitan Area,,
"IDR, Inc.",,"Morristown, NJ",7960.0,
"Kelly Science, Engineering, Technology & Telecom",,"Wooster, OH",44691.0,
eHire,,Atlanta Metropolitan Area,,
,,"Irvine, CA",92602.0,
Fortis Bank,,"Denver, CO",80202.0,
Fountain Life,,"Orlando, FL",32801.0,
Tekshapers,,"Sunnyvale, CA",94085.0,
"American Linen and Uniform Supply of NM, Inc.",,"Las Cruces, NM",88001.0,
Aditi Consulting,,"San Francisco, CA",94101.0,
VDart,,"Seattle, WA",98101.0,
Infotree Global Solutions,,"Exton, PA",19341.0,
City of East Orange,,"East Orange, NJ",7017.0,
"Perry, Johnson, Anderson, Miller & Moskowitz LLP",,"Santa Rosa, CA",95401.0,
Harmony Bank,,"Garland, TX",75040.0,
Infotree Global Solutions,,United States,,
Apex Systems,,"Atlanta, GA",30303.0,
Ultimate Staffing,,"New Haven, CT",6510.0,
Federal Bureau of Prisons - Career Connections,,"Safford, AZ",85546.0,
Infinite Computer Solutions,,United States,,
Providence Health & Services,,"Portland, OR",97201.0,
Fischer Paper Products,,"Antioch, IL",60002.0,
Insight Global,,"Birmingham, AL",35203.0,
MWM DesignGroup,,"Austin, TX",78701.0,
"Denken Solutions, Inc.",,"Lexington, MA",2420.0,
Cantex,,"Houston, TX",77002.0,
Quantum Vision,,"Linthicum Heights, MD",21090.0,
Law Rocks,,Los Angeles Metropolitan Area,,
New Home Star,,"Leesburg, FL",34748.0,
Stova,,United States,,
"Milestone Technologies, Inc.",,"Mountain View, CA",94040.0,
"RED-ROCHESTER, LLC",,"Rochester, NY",14604.0,
The Jonus Group,,"Portland, OR",97201.0,
HARMAN International,,"Richardson, TX",75080.0,
Hercules Materials Holdings LLC.,,Detroit Metropolitan Area,,
Lexington Medical Center,,"Columbia, SC",29201.0,
Harper Harrison,,"San Antonio, Texas Metropolitan Area",,
Gainwell Technologies,,"Tucker, GA",30084.0,
"Westmount Realty Capital, LLC",,Atlanta Metropolitan Area,,
St. Pius X High School,,"Houston, TX",77002.0,
North Arkansas Regional Medical Center,,"Harrison, AR",72601.0,
GOOD SAMARITAN SHELTER,,"Santa Maria, CA",93454.0,
Next Level Displays,,"Brea, CA",92821.0,
SKF Group,,"Osceola, AR",72370.0,
"Burchard and Associates, Inc.",,Greater St. Louis,,
Johnson Feed Inc.,,"Canton, SD",57013.0,
Velvet by Graham & Spencer,,"Newport Beach, CA",92660.0,
Insight Global,,Atlanta Metropolitan Area,,
Pegasus,,"San Diego County, CA",92101.0,
Renewed Vision,,United States,,
KAnand Corporation,,"Auburn Hills, MI",48326.0,
Panda Restaurant Group,,"Douglasville, GA",30134.0,
SGS,,"Boston, MA",2108.0,
"Badlands Contracting, LLC",,"Watford City, ND",58854.0,
Corps Team,,"Charlotte, NC",28202.0,
Acro Service Corp,,"Honolulu, HI",96813.0,
Intellyk Inc.,,"Kent, WA",98030.0,
Partnership Employment,,"Paterson, NJ",7501.0,
Tekshapers,,"Las Vegas, NV",89101.0,
MCubeSoft,,"Charlotte, NC",28202.0,
Amtex Systems Inc.,,New York City Metropolitan Area,,
Legal Aid Services Of Oregon,,"Hillsboro, OR",97123.0,
Akron-Canton Airport (CAK),,"North Canton, OH",44720.0,
EagleView,,United States,,
KeHE Distributors,,"Naperville, IL",60540.0,
Keyes Coverage Insurance Services,,"Tamarac, FL",,
Renesas Electronics,,"San Jose, CA",95101.0,
Axzora Resourcing,,"Sheridan, WY",82801.0,
Phreesia,,Raleigh-Durham-Chapel Hill Area,,
Corestaff Services,,Washington DC-Baltimore Area,,
Wimmer Solutions,,"Seattle, WA",98101.0,
PALNAR,,"Redwood City, CA",94061.0,
Benevis,,"Virginia Beach City County, VA",23451.0,
Schreiber Foods,,"Monett, MO",65708.0,
Infotree Global Solutions,,"Parsippany, NJ",7054.0,
Epsilon,,"Irving, TX",75038.0,
Aya Healthcare,,"Oklahoma City, OK",73102.0,
Randstad Life Sciences US,,"Berkeley, CA",94702.0,
Children's Aid,,"Bronx, NY",10451.0,
Casa Capri Recovery,,"Costa Mesa, CA",92626.0,
Virginia Department of Environmental Quality,,"Richmond, VA",23219.0,
"Lift Solutions Holdings, LLC",,"Lindstrom, MN",55045.0,
Danone,,"Salt Lake City, UT",84101.0,
West Paw,,"Bozeman, MT",59715.0,
Dahl Consulting,,United States,,
Finishing Solutions,,"Middlefield, OH",44062.0,
"Magellan Financial & Insurance Services, Inc.",,Little Rock Metropolitan Area,,
